job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Data Scientist,Senior-level,On-site,United States,117400,United States,Medium
Data Analyst,Entry-level,On-site,United States,90000,United States,Medium
Data Analyst,Entry-level,On-site,United States,60000,United States,Medium
Data Product Manager,Senior-level,On-site,United States,227200,United States,Medium
Data Product Manager,Senior-level,On-site,United States,199100,United States,Medium
Data Scientist,Mid-level,On-site,United States,310000,United States,Medium
Data Engineer,Senior-level,On-site,United States,140000,United States,Medium
Data Engineer,Senior-level,On-site,United States,125000,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,223000,United States,Medium
Machine Learning Engineer,Mid-level,On-site,United States,171600,United States,Medium
Data Analyst,Senior-level,Remote,United States,192500,United States,Medium
Data Analyst,Senior-level,Remote,United States,122500,United States,Medium
Data Analyst,Senior-level,Remote,United States,162900,United States,Medium
Data Analyst,Senior-level,Remote,United States,117725,United States,Medium
Data Analyst,Entry-level,On-site,United States,140000,United States,Medium
Data Analyst,Entry-level,On-site,United States,100000,United States,Medium
Data Engineer,Mid-level,Remote,United States,170000,United States,Medium
Data Engineer,Mid-level,Remote,United States,105000,United States,Medium
Data Scientist,Senior-level,On-site,United States,139000,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,234200,United States,Medium
Analytics Engineer,Senior-level,On-site,United States,124000,United States,Medium
Data Scientist,Mid-level,Remote,United States,153700,United States,Medium
Data Scientist,Mid-level,Remote,United States,87300,United States,Medium
Data Engineer,Senior-level,On-site,United States,282000,United States,Medium
Data Engineer,Senior-level,On-site,United States,208000,United States,Medium
Data Engineer,Mid-level,Remote,United States,162000,United States,Medium
Data Engineer,Mid-level,Remote,United States,129000,United States,Medium
Research Scientist,Senior-level,On-site,United States,138000,United States,Medium
Research Scientist,Senior-level,On-site,United States,86000,United States,Medium
Research Analyst,Entry-level,On-site,United States,110000,United States,Medium
Research Analyst,Entry-level,On-site,United States,90000,United States,Medium
Data Engineer,Senior-level,On-site,United States,255800,United States,Medium
Data Engineer,Senior-level,On-site,United States,176000,United States,Medium
Research Analyst,Entry-level,Remote,United States,120000,United States,Medium
Research Analyst,Entry-level,Remote,United States,105000,United States,Medium
Data Engineer,Mid-level,On-site,United States,210000,United States,Medium
Data Engineer,Mid-level,On-site,United States,140000,United States,Medium
Data Engineer,Senior-level,Remote,United States,150000,United States,Medium
Data Architect,Senior-level,On-site,United States,130000,United States,Medium
Data Analyst,Entry-level,On-site,United States,156000,United States,Medium
Data Analyst,Entry-level,On-site,United States,124000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,189000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,140000,United States,Medium
Data Analyst,Senior-level,Remote,United States,158494,United States,Medium
Data Analyst,Senior-level,Remote,United States,88052,United States,Medium
Data Specialist,Mid-level,On-site,United States,111000,United States,Medium
Data Specialist,Mid-level,On-site,United States,79200,United States,Medium
Data Analyst,Senior-level,Remote,United States,220000,United States,Medium
Data Analyst,Senior-level,Remote,United States,170000,United States,Medium
Data Scientist,Senior-level,Remote,United States,195500,United States,Medium
Data Scientist,Senior-level,Remote,United States,141300,United States,Medium
Data Engineer,Senior-level,On-site,United States,139810,United States,Medium
Data Engineer,Senior-level,On-site,United States,95325,United States,Medium
Data Science,Entry-level,Remote,Romania,26000,Romania,Large
Data Scientist,Senior-level,On-site,Portugal,77777,Portugal,Medium
Data Scientist,Senior-level,On-site,Portugal,66666,Portugal,Medium
Data Quality Analyst,Entry-level,On-site,Lebanon,85000,Lebanon,Medium
Data Quality Analyst,Entry-level,On-site,Lebanon,58500,Lebanon,Medium
BI Developer,Senior-level,Remote,India,95000,India,Medium
BI Developer,Senior-level,Remote,India,80000,India,Medium
Machine Learning Engineer,Mid-level,Remote,Ireland,100000,Ireland,Medium
Machine Learning Engineer,Mid-level,Remote,Ireland,94444,Ireland,Medium
Data Specialist,Mid-level,On-site,United Kingdom,64105,United Kingdom,Medium
Data Specialist,Mid-level,On-site,United Kingdom,51283,United Kingdom,Medium
Data Engineer,Entry-level,On-site,United Kingdom,50000,United Kingdom,Medium
Data Engineer,Entry-level,On-site,United Kingdom,37500,United Kingdom,Medium
Business Intelligence Analyst,Entry-level,On-site,United Kingdom,56250,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,193000,United Kingdom,Medium
Data Scientist,Mid-level,On-site,United Kingdom,96125,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,50000,United Kingdom,Medium
Data Analyst,Mid-level,On-site,United Kingdom,43750,United Kingdom,Medium
Data Engineer,Senior-level,On-site,United Kingdom,175000,United Kingdom,Medium
Data Engineer,Senior-level,On-site,United Kingdom,125000,United Kingdom,Medium
AI Engineer,Senior-level,Remote,United Kingdom,150000,United Kingdom,Medium
AI Engineer,Senior-level,Remote,United Kingdom,112500,United Kingdom,Medium
Analytics Engineer,Senior-level,On-site,United Kingdom,130943,United Kingdom,Medium
Analytics Engineer,Senior-level,On-site,United Kingdom,104220,United Kingdom,Medium
Data Analyst,Entry-level,Remote,United Kingdom,50000,United Kingdom,Medium
Data Analyst,Entry-level,Remote,United Kingdom,43750,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,46250,United Kingdom,Medium
Data Engineer,Mid-level,Remote,United Kingdom,30000,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Remote,Spain,139777,Spain,Medium
Machine Learning Engineer,Mid-level,Remote,Spain,93222,Spain,Medium
Machine Learning Engineer,Senior-level,On-site,Egypt,212000,Egypt,Medium
Machine Learning Engineer,Senior-level,On-site,Egypt,93300,Egypt,Medium
ML Engineer,Senior-level,On-site,Germany,212000,Germany,Medium
ML Engineer,Senior-level,On-site,Germany,93300,Germany,Medium
Data Science,Entry-level,Hybrid,Germany,16666,Germany,Medium
Data Engineer,Senior-level,Remote,Canada,171210,Canada,Medium
Data Engineer,Senior-level,Remote,Canada,92190,Canada,Medium
Analytics Engineer,Senior-level,On-site,Canada,130000,Canada,Medium
Analytics Engineer,Senior-level,On-site,Canada,110000,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,137930,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,74270,Canada,Medium
Data Scientist,Senior-level,On-site,Canada,225000,Canada,Medium
Data Scientist,Senior-level,On-site,Canada,153000,Canada,Medium
Machine Learning Scientist,Senior-level,On-site,Canada,235000,Canada,Medium
Machine Learning Scientist,Senior-level,On-site,Canada,153000,Canada,Medium
Analytics Engineer,Senior-level,On-site,Canada,209990,Canada,Medium
Analytics Engineer,Senior-level,On-site,Canada,140000,Canada,Medium
Machine Learning Engineer,Senior-level,Remote,Canada,303400,Canada,Medium
Machine Learning Engineer,Senior-level,Remote,Canada,216700,Canada,Medium
Data Modeler,Senior-level,On-site,Canada,171210,Canada,Medium
Data Modeler,Senior-level,On-site,Canada,92190,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,110630,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,59570,Canada,Medium
Data Analyst,Mid-level,On-site,Canada,78000,Canada,Medium
Data Analyst,Mid-level,On-site,Canada,54000,Canada,Medium
Data Scientist,Senior-level,On-site,Canada,130000,Canada,Medium
Data Scientist,Senior-level,On-site,Canada,120000,Canada,Medium
Data Analyst,Senior-level,On-site,Canada,140000,Canada,Medium
Data Analyst,Senior-level,On-site,Canada,107000,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,224000,Canada,Medium
Data Scientist,Mid-level,On-site,Canada,146000,Canada,Medium
Data Engineer,Mid-level,On-site,Australia,133000,Australia,Medium
Data Engineer,Mid-level,On-site,Australia,58300,Australia,Medium
Research Engineer,Mid-level,On-site,Australia,74276,Australia,Medium
Research Engineer,Mid-level,On-site,Australia,70230,Australia,Medium
Machine Learning Engineer,Mid-level,Remote,Vietnam,84000,Vietnam,Medium
Machine Learning Engineer,Mid-level,Remote,Vietnam,48000,Vietnam,Medium
Machine Learning Engineer,Mid-level,Remote,Vietnam,72000,Vietnam,Medium
Data Modeler,Senior-level,On-site,United States,258700,United States,Medium
Data Modeler,Senior-level,On-site,United States,146600,United States,Medium
Data Science Manager,Mid-level,Remote,United States,190000,United States,Medium
Data Science Manager,Mid-level,Remote,United States,160000,United States,Medium
Research Analyst,Entry-level,Remote,United States,90000,United States,Medium
